blueWins,blueKillDiff,blueDeathDiff,blueAssistsDiff,blueWardPlacedDiff,blueWardDestroyedDiff,blueAvgLvlDiff,blueTowerDestroyedDiff,blueCSPerMinDiff,dragTeam,heraldTeam,fbTeam
0,5,-5,11,3,-2,0.2,0,-0.4,1,1,1
1,3,-3,5,-1,3,0,0,-0.3,-1,1,1
0,-3,3,-1,-4,1,-0.6,0,-3.6,0,0,-1
1,-2,2,0,-6,0,-0.6,0,-5.5,1,0,1
0,-2,2,2,-3,0,-1,0,-8.2,1,-1,1
0,1,-1,-3,36,1,0.2,0,-1.8,-1,0,-1
0,-1,1,6,3,6,-0.2,0,-0.4,-1,0,1
0,-5,5,-8,-5,-1,-0.4,0,-1.1,-1,0,-1
0,7,-7,4,-9,3,0.8,0,-0.4,0,0,1
0,-5,5,-6,3,0,-0.4,0,2,-1,0,-1
1,3,-3,2,2,1,0,0,-0.5,1,0,1
0,-2,2,-5,4,-1,-0.4,0,-0.2,-1,0,-1
1,1,-1,2,-2,-1,0.4,0,3,1,0,-1
0,-1,1,1,-18,0,0,0,1.2,-1,-1,1
0,-2,2,2,-1,1,0,0,-2.4,0,0,-1
0,1,-1,0,-25,0,0,0,1.8,0,-1,1
0,-6,6,-8,-30,7,-0.4,0,-2.6,-1,0,-1
1,7,-7,2,-3,3,0.8,0,1.3,1,0,1
0,-7,7,-3,-23,-2,-0.6,0,-7.8,1,0,-1
0,-3,3,-1,-13,-3,-0.4,0,-0.9,0,0,1
1,3,-3,9,19,-16,0,0,4.3,0,0,1
0,4,-4,0,7,-1,0.2,0,-0.1,-1,0,1
1,5,-5,5,2,-2,0.6,0,3.9,1,0,1
1,6,-6,7,-26,13,0.6,0,6.6,1,0,1
0,1,-1,5,-4,-1,0.2,0,0.1,0,0,-1
0,-1,1,1,-23,-6,-0.4,0,1.9,1,0,-1
1,6,-6,9,-5,3,0.6,0,0.4,-1,0,1
0,-4,4,-3,59,1,-1.2,0,-6.6,-1,0,1
0,-1,1,-2,-3,-1,0.4,0,-1.6,0,0,-1
1,4,-4,5,0,-4,0.4,0,1.8,1,0,1
0,1,-1,5,6,-1,-0.2,0,-2.7,1,0,1
0,1,-1,3,13,2,-0.2,0,3,1,-1,-1
0,2,-2,2,-15,0,-0.2,0,-0.1,0,1,1
1,-4,4,-2,-3,2,-0.4,0,-4.2,-1,0,-1
1,2,-2,1,7,0,0.2,0,4.6,0,1,1
0,-1,1,-3,2,0,-0.4,0,-4.7,-1,-1,-1
0,-1,1,-2,1,-1,0,0,4.6,1,0,1
1,1,-1,-1,-5,-1,-0.2,0,2.4,1,0,1
1,12,-12,14,2,1,0.6,1,2.1,1,0,1
0,5,-5,-1,33,-13,1,0,6.7,1,1,1
1,3,-3,9,24,2,0.2,0,-0.9,1,0,1
0,-1,1,-4,3,-1,0,0,0.4,-1,0,-1
0,-1,1,-1,4,-1,0,0,-4,0,0,1
1,4,-4,2,-1,1,0.2,0,-3.7,-1,1,1
0,-4,4,-5,-2,-2,0,0,0,-1,0,1
1,0,0,4,-3,-1,0,0,-1.4,1,1,-1
0,-5,5,-7,-57,-5,-0.4,0,2,-1,0,-1
1,4,-4,8,1,0,0.4,0,1.8,-1,0,-1
1,1,-1,0,3,0,0.2,0,2.1,0,0,1
1,0,0,-2,-3,2,0.2,0,3.5,-1,0,1
1,-2,2,-2,2,1,0,0,3.5,1,1,-1
0,-3,3,3,22,2,-0.4,0,-3.8,1,0,-1
0,-1,1,-6,-3,-2,-0.4,0,-0.9,-1,0,1
1,-4,4,-6,-7,-1,-0.2,0,-2.4,-1,0,1
0,-8,8,-3,-1,-2,-0.4,0,-1.3,-1,-1,-1
0,-1,1,3,-3,3,-0.4,0,-6.2,-1,-1,-1
0,1,-1,4,-26,0,-0.4,0,-4,1,-1,-1
0,1,-1,4,-9,0,0,0,-8.2,1,-1,-1
1,3,-3,0,2,1,0.2,0,3,1,-1,1
1,2,-2,2,6,-1,0.2,0,0.2,0,0,-1
1,0,0,3,3,0,0,0,-0.1,-1,0,-1
0,0,0,1,47,-3,-0.2,0,-3.4,1,0,1
1,0,0,-2,-80,-1,0.2,0,2.4,-1,-1,1
1,1,-1,-3,10,-2,0,0,5.5,0,0,1
0,-7,7,-9,2,-1,-0.4,0,-1.3,-1,0,-1
0,-9,9,-18,-6,2,-0.8,-1,3,0,0,1
1,2,-2,1,14,3,0.8,0,1.8,1,0,1
1,6,-6,11,-1,-1,0.8,0,-1,-1,1,1
1,0,0,-1,3,-4,-0.2,0,-0.5,1,0,1
1,6,-6,6,-4,1,0.4,0,-3.6,0,0,1
0,-5,5,-1,0,0,-0.8,0,-4.8,-1,-1,-1
1,3,-3,8,1,-2,0.4,0,4.9,1,-1,1
1,4,-4,7,-1,-1,0,0,0.6,1,0,1
0,-1,1,0,32,-1,0.2,0,-0.9,0,0,-1
1,1,-1,0,-2,4,0.6,0,2.1,0,-1,1
1,6,-6,7,5,2,0.2,0,5.4,1,1,1
0,8,-8,10,3,-1,1.2,0,3.7,0,0,1
0,-6,6,-7,-2,0,-0.6,0,-2.5,0,1,1
0,0,0,5,4,-1,0,0,-1.2,1,1,-1
1,3,-3,3,1,1,0.4,0,1.1,-1,-1,-1
1,0,0,-3,-5,0,0.6,0,3,-1,0,-1
0,4,-4,7,1,1,0.4,0,-5,1,0,1
1,-4,4,-5,-16,-4,-0.2,0,1.5,1,0,-1
0,2,-2,6,123,1,-0.2,0,0.6,-1,0,-1
1,2,-2,6,-13,-2,0.2,0,0.7,0,1,1
1,8,-8,11,1,-1,0.4,0,-0.3,1,0,1
0,-3,3,-2,-1,2,0.4,0,-2.9,-1,0,1
1,3,-3,8,2,0,-0.2,0,-0.5,1,0,1
1,0,0,2,-19,-1,-0.2,0,-4.8,1,-1,1
0,-4,4,-5,42,-1,-0.4,0,-0.8,-1,1,-1
1,5,-5,7,41,4,0.6,0,3.3,1,1,-1
0,-9,9,-8,3,-1,-0.4,-2,-1.3,0,-1,-1
1,0,0,-5,3,-1,0,0,-0.3,-1,0,1
0,-5,5,-3,-3,-1,-0.2,0,3.7,1,0,1
0,-1,1,2,-4,2,0.4,0,4.6,-1,0,-1
0,-2,2,-3,-2,1,0.2,0,0.7,-1,-1,-1
1,3,-3,0,5,-2,-0.2,0,-1.2,0,0,1
1,0,0,-2,-39,2,0.6,0,2.5,0,0,-1
0,2,-2,1,1,-1,0.2,0,-0.8,1,0,-1
0,1,-1,2,1,0,0,0,-3.1,1,0,-1
1,2,-2,4,-14,-1,0,0,-2.3,-1,0,1
1,2,-2,0,-20,-1,0.2,0,2.3,0,0,1
0,-4,4,-2,9,-5,-1,0,-5.4,-1,0,1
0,3,-3,6,4,4,0,0,-1.8,-1,0,-1
0,-1,1,0,72,-3,0,0,-1,-1,0,1
0,1,-1,6,35,0,-0.2,0,-2.4,1,0,-1
1,4,-4,1,2,0,0.8,0,8.4,1,0,1
1,0,0,-4,22,0,0,0,-0.2,1,0,1
1,5,-5,3,0,1,0.4,1,2.8,-1,1,1
1,1,-1,1,1,-1,0.2,0,0.3,1,1,1
0,4,-4,3,3,-1,0.2,0,2.7,-1,0,1
0,-6,6,-3,65,-1,-1.2,0,-5.5,-1,0,1
1,0,0,-3,-2,1,0.2,0,0.1,1,1,1
0,0,0,1,-33,4,0,0,2.3,0,1,-1
1,2,-2,2,2,-3,0,0,-2.7,-1,0,1
0,4,-4,5,44,-2,0,0,1.6,1,0,1
0,-5,5,-7,-5,-3,-1,0,-6.4,-1,0,-1
0,-7,7,-4,-5,-1,0,0,-0.9,0,0,-1
1,3,-3,4,-7,2,0.4,0,5.3,0,0,1
1,10,-10,11,3,2,0.4,1,1.2,1,0,1
1,4,-4,5,-8,0,0.4,0,2,0,0,1
0,-4,4,-5,-45,1,-0.4,0,-2.2,-1,1,-1
0,1,-1,2,4,0,-0.4,0,1.8,0,0,1
0,-8,8,-9,-12,-3,-0.8,0,-6,-1,0,-1
0,-4,4,-5,-7,-1,-0.4,0,-1.4,-1,-1,-1
0,-4,4,-2,2,-3,-0.6,0,-2.8,1,0,-1
0,-2,2,1,28,-3,-0.2,0,-1,0,0,1
0,-7,7,-4,-3,-2,-0.6,0,-3.8,-1,0,-1
1,7,-7,13,5,-2,0,0,2,1,0,1
1,-7,7,-7,0,1,-0.4,0,-2.4,1,0,-1
0,-5,5,-5,-7,2,-0.2,0,1.2,-1,0,-1
0,-4,4,-4,1,1,-1,0,0.3,0,0,1
0,-1,1,1,3,-7,-0.6,0,-2.6,1,0,-1
0,1,-1,0,46,-1,0,0,0,0,0,1
0,-3,3,2,4,0,-0.2,0,2,0,0,1
0,-1,1,-6,-2,3,0.6,0,0.9,0,0,-1
0,2,-2,3,-5,3,0,0,1.3,-1,0,1
0,-4,4,-2,-2,2,-1,0,-4.1,-1,0,1
1,10,-10,8,-1,-1,0.6,0,5,1,0,1
1,1,-1,1,29,1,0.2,0,-0.1,-1,0,-1
1,8,-8,9,7,0,1,0,6,1,1,1
1,-3,3,1,-1,1,-0.4,0,-4.2,0,-1,1
1,-2,2,0,1,12,-0.6,0,-1,-1,1,1
1,5,-5,10,-43,11,0.4,0,0.4,1,0,1
0,0,0,3,-7,2,-0.6,0,-6.1,-1,-1,1
0,-2,2,0,-1,0,-0.2,0,-3.5,-1,0,1
0,-4,4,-3,9,-2,-0.6,0,-3.3,-1,0,-1
1,5,-5,6,-14,1,1.2,0,2.7,-1,1,1
1,3,-3,0,-2,2,0.2,0,-1.4,1,0,1
0,-1,1,-2,-27,-2,0,0,-2.2,1,0,-1
0,-5,5,-8,-4,1,-0.4,-1,-1.5,-1,-1,-1
0,-3,3,-2,3,0,-0.4,0,-0.8,1,0,-1
0,-7,7,-5,-3,-2,-0.4,0,-2,-1,0,-1
0,4,-4,5,2,2,0.2,0,-1.5,1,0,1
0,1,-1,2,1,1,0.2,1,2.9,-1,0,1
1,7,-7,6,-2,2,0.4,0,4.1,0,1,1
0,-2,2,-2,-31,2,-0.4,0,2.1,-1,0,-1
1,2,-2,2,-58,-2,0.4,2,1.7,1,1,1
0,-4,4,-2,1,0,-0.4,0,-4.2,-1,-1,-1
0,3,-3,4,7,1,0.6,0,-1.8,-1,1,-1
1,-3,3,-8,-40,0,0.4,0,3.1,1,1,-1
1,2,-2,3,3,4,0.2,0,0.3,1,0,-1
0,-5,5,-4,2,2,-0.8,0,-2.6,0,-1,1
0,3,-3,-1,1,4,0.2,0,0.6,1,0,-1
1,3,-3,-3,1,0,0,0,-1.3,0,0,-1
0,-1,1,-1,27,2,0,0,1.5,-1,0,1
0,2,-2,6,72,2,0.4,0,0.7,-1,0,1
0,-1,1,-1,22,0,0,0,-1.9,-1,1,-1
1,5,-5,5,1,-2,0.8,0,3,1,0,-1
1,4,-4,3,20,0,0.8,0,4.8,1,1,-1
1,-6,6,-1,20,0,-0.6,0,2,0,0,1
0,-3,3,-1,0,0,-0.8,0,-2.6,0,0,1
1,4,-4,3,-4,1,1,0,2.1,-1,0,1
0,-8,8,-9,-19,-1,-1.2,0,-8.3,-1,-1,-1
1,-1,1,-2,0,0,0,0,0.6,0,0,1
1,1,-1,0,2,1,0.4,0,6.8,-1,-1,-1
1,8,-8,6,4,0,0.6,0,2.8,-1,0,1
1,3,-3,5,4,-1,0,0,-5.9,1,-1,-1
0,4,-4,2,-1,-1,0.2,0,4.8,1,0,1
1,5,-5,4,-21,-1,0.4,-1,3.7,-1,-1,1
1,1,-1,7,1,1,0.2,-1,-1.3,1,1,-1
0,2,-2,3,3,-3,0,0,2.1,-1,0,-1
0,-2,2,0,2,-1,0,0,6.1,1,0,-1
0,-4,4,-3,-27,1,-0.8,0,-1.5,1,0,1
1,-2,2,-3,7,-4,0,0,-1,-1,0,1
0,-4,4,-2,0,-4,-0.2,0,-1.5,-1,0,-1
0,-4,4,-4,18,-5,-1,0,-3.1,-1,1,1
1,1,-1,6,4,0,-0.2,0,-1.4,0,0,-1
0,5,-5,9,23,-1,0,0,-2.1,0,0,1
0,-1,1,0,-4,-2,-0.2,0,-2,-1,0,-1
0,-10,10,-13,0,-2,-0.6,-1,-1.8,-1,0,1
1,7,-7,9,5,-1,0.6,0,2.5,0,0,1
0,-8,8,-5,0,-1,-1,-1,-3.3,-1,-1,-1
1,-3,3,0,-22,-1,-0.2,0,-0.5,-1,0,-1
0,-4,4,-7,4,-4,0.2,0,1.6,1,1,1
1,2,-2,0,-1,3,0.4,0,5.1,-1,0,-1
0,-8,8,-9,3,0,-0.8,0,0.8,-1,-1,-1
0,-3,3,2,-23,4,-0.8,0,-3.4,-1,0,1
1,5,-5,3,-1,4,0.2,0,-6,1,0,1
0,1,-1,2,15,-1,-0.4,0,-1,1,0,-1
0,-2,2,-3,-8,0,-0.2,0,-3.2,-1,1,1
0,5,-5,3,-1,1,0,0,-3.3,1,0,-1
0,1,-1,2,1,1,0.2,0,2.1,-1,1,-1
0,6,-6,7,-3,0,0.4,0,-1.6,-1,0,1
1,-6,6,-8,10,3,-0.2,0,-0.2,0,0,1
0,-3,3,-1,0,0,0,0,0.9,1,0,1
1,8,-8,12,-1,2,0.8,0,3.9,1,0,1
0,-4,4,-2,0,-2,-0.2,0,-0.7,-1,0,-1
0,0,0,-7,5,-1,-0.6,0,-2.7,1,0,1
0,-3,3,-7,-260,2,-0.6,0,1.7,-1,-1,-1
1,4,-4,-1,108,4,0.4,0,1.6,1,0,1
0,0,0,0,5,-2,0,0,0.5,0,0,1
1,1,-1,2,-1,3,0,0,2.1,0,0,-1
1,0,0,2,-20,0,0.2,0,4.7,1,1,-1
1,1,-1,6,1,-1,0.4,0,4.7,1,0,1
1,-2,2,0,-2,-1,0,1,-0.9,1,1,1
1,-5,5,-7,-8,3,-0.4,0,-2.3,-1,1,-1
0,-2,2,0,-1,-3,-0.2,0,-4.6,0,0,1
0,1,-1,7,4,-1,-0.4,0,0.6,-1,0,-1
0,-6,6,-2,-18,-3,-0.6,0,-3.9,-1,1,-1
1,-4,4,-9,-1,0,-0.2,0,-4,1,0,-1
1,0,0,-2,-6,2,0,0,1.1,-1,0,-1
1,-2,2,1,-2,0,-0.4,-1,-1.4,0,-1,1
1,-1,1,-1,2,2,-0.2,0,-1.6,1,1,1
0,2,-2,6,2,-1,-0.2,0,-5,0,0,-1
0,0,0,-5,-23,-3,0.2,0,1.4,-1,0,-1
0,1,-1,0,8,1,0,0,0.8,1,0,1
0,-7,7,-3,1,2,-0.8,0,-3.3,1,-1,1
0,-6,6,-9,-4,1,-0.6,0,-4.7,-1,-1,1
0,-1,1,-6,-84,3,0,0,0.9,-1,0,1
1,5,-5,6,-23,20,0.6,0,-0.1,1,0,1
1,-2,2,-1,-1,-2,-0.4,0,4.1,1,0,-1
0,-2,2,0,-2,-1,0,0,0.4,0,0,1
0,-5,5,-8,-4,0,-0.6,0,-0.4,-1,0,-1
0,7,-7,8,-6,-1,0.4,0,-2.7,1,1,1
1,7,-7,12,1,6,1,1,2.6,0,0,-1
0,-1,1,-3,28,-1,0.2,1,-1.1,-1,1,1
0,2,-2,4,2,0,-0.2,0,-2,1,0,1
1,1,-1,0,44,4,0,0,-3.3,0,0,1
1,1,-1,-1,-7,2,-0.2,0,-4.3,0,0,1
0,4,-4,5,-20,4,0.2,0,0,-1,0,1
1,6,-6,13,1,-1,0.2,0,5.2,1,0,-1
1,-3,3,-10,-29,5,-0.2,0,4.1,0,0,1
1,0,0,3,-1,2,0,0,0.5,0,0,1
0,4,-4,11,22,2,-0.2,-1,-5.5,-1,-1,-1
0,2,-2,2,2,0,-0.6,0,1.8,-1,0,1
0,-3,3,2,-1,0,-0.2,0,-5.5,0,0,-1
1,11,-11,6,-1,0,1,0,4.8,1,0,1
1,0,0,1,-2,3,0,0,1,1,1,1
0,-4,4,-4,-2,2,-0.6,0,-3.7,-1,-1,1
1,5,-5,5,-2,2,1,0,4.1,1,0,-1
0,1,-1,-2,2,0,0.2,0,-1,-1,0,1
0,-5,5,-8,-3,-3,-0.8,0,-2.1,-1,0,-1
0,-5,5,-6,-4,-2,-0.6,0,-3.6,-1,0,-1
0,-7,7,-11,-4,1,-0.8,0,1.3,-1,0,-1
0,-3,3,-7,2,-5,0,0,0.8,-1,0,-1
0,-2,2,-5,6,1,0.4,0,5,-1,0,1
1,-1,1,-3,4,3,0.2,0,3,0,0,-1
1,0,0,-3,-3,1,0,0,-2.9,-1,1,1
0,3,-3,0,-40,1,0.2,0,2.4,-1,0,1
0,-9,9,-7,-1,0,-0.8,0,-2.8,0,0,-1
0,7,-7,9,1,4,0.8,0,1.6,-1,0,1
0,-6,6,-5,4,-1,-0.8,0,-2.7,0,0,-1
1,4,-4,15,1,-2,0.6,0,7.6,1,0,-1
1,7,-7,8,-2,1,0.8,1,4.4,-1,1,1
0,0,0,0,-6,1,-0.6,0,-3.9,0,0,1
0,5,-5,8,-6,1,0.4,1,0.3,1,0,1
1,-1,1,-1,2,0,-0.4,0,-6.1,1,-1,1
0,-6,6,-9,-9,0,-0.2,0,-1.9,-1,0,1
1,8,-8,12,-62,-1,0.8,0,2.9,0,0,1
0,-3,3,-2,-1,0,-0.8,0,-6.8,-1,0,-1
1,-1,1,1,5,-2,-0.4,0,-2.5,0,-1,1
1,2,-2,-1,0,1,0.2,0,0.9,1,0,1
0,-8,8,-10,-4,4,-0.6,0,-0.5,-1,-1,-1
0,1,-1,4,6,-4,0.2,-1,-5.7,-1,-1,1
1,-3,3,-7,4,-7,-0.2,0,0.7,0,0,-1
1,2,-2,1,19,0,0.4,0,4.5,0,1,1
1,5,-5,6,3,2,0.8,0,1.9,0,-1,1
0,0,0,-4,1,2,-0.4,0,1.7,-1,0,-1
1,4,-4,1,4,-2,0.8,0,1.5,0,0,-1
1,-1,1,-4,-2,-2,0.4,0,-5.1,0,1,-1
0,1,-1,-1,-2,1,0.2,0,2.3,0,0,-1
0,-4,4,-6,-14,-1,-0.2,0,-0.7,1,0,1
0,-1,1,-2,-21,-1,-0.2,0,2.5,1,0,1
0,2,-2,5,-30,4,0,0,2.6,0,0,1
1,1,-1,4,26,0,0,0,-0.8,-1,-1,1
0,6,-6,8,0,2,0.6,0,-4.3,0,-1,-1
0,-8,8,-12,20,0,-0.2,0,-0.8,-1,0,-1
0,-3,3,-1,-4,1,-0.2,0,0.4,-1,-1,-1
1,4,-4,10,-35,1,0.4,0,3.2,1,0,1
0,2,-2,3,-5,1,0,0,-1.2,-1,1,1
0,-9,9,-13,-68,-3,-0.2,0,0.7,-1,-1,-1
1,3,-3,4,22,1,0.8,0,5.3,1,0,1
0,-2,2,-13,-5,3,0,0,0.7,0,0,-1
0,-9,9,-8,-3,-2,-0.8,0,-2,-1,0,-1
0,5,-5,6,-11,0,0.2,0,2,1,0,1
0,0,0,0,77,0,0.4,0,0.3,-1,1,-1
1,0,0,4,1,1,-0.2,0,-0.2,1,0,-1
0,0,0,1,-1,1,0.2,0,-0.1,1,0,1
1,0,0,-1,2,1,0.8,1,0,-1,1,-1
0,0,0,0,-4,2,-0.2,0,-1.7,0,0,-1
0,-11,11,-13,-18,2,-1,0,0.4,-1,0,-1
1,2,-2,2,22,-13,0.4,0,2.7,-1,-1,-1
0,-1,1,-2,-27,5,-0.2,0,1.3,0,0,-1
0,-7,7,-6,0,2,-0.8,0,-0.3,-1,0,-1
1,1,-1,1,0,3,-0.2,0,-2.4,-1,1,-1
0,0,0,-5,-6,0,0.4,0,-3.1,0,0,1
1,-1,1,0,0,-3,-0.4,0,-3.4,-1,0,-1
1,0,0,0,-1,0,0.2,0,4,1,-1,-1
1,-4,4,-1,-2,1,0,0,-2.3,1,0,1
0,-5,5,-5,-45,-3,-0.6,-2,-0.9,-1,-1,-1
0,-1,1,0,0,0,-0.2,0,-1.8,-1,0,-1
1,3,-3,8,5,-1,0,0,0.5,1,0,-1
0,-4,4,-6,-1,-4,-0.6,0,-5.4,-1,0,1
1,6,-6,12,-3,2,0.6,0,0.7,1,0,1
1,3,-3,1,1,2,0.2,0,1.4,1,1,1
1,4,-4,10,-3,4,0.2,0,1.7,-1,0,1
0,-4,4,-4,-5,0,-0.6,0,0.4,0,0,1
1,6,-6,9,1,0,0.4,0,0.7,1,0,1
1,3,-3,4,4,1,0,0,0.4,0,0,1
1,7,-7,10,-17,0,0.4,0,0.1,1,0,1
0,-8,8,-4,0,-1,-0.6,0,-6.4,-1,-1,-1
1,-4,4,-4,-3,0,0,0,0.7,0,1,-1
1,5,-5,3,-1,2,0.4,0,-1.9,1,1,1
0,-10,10,-14,18,-14,-0.4,0,-4.5,-1,-1,-1
0,-4,4,-4,22,-3,-0.6,0,-2.1,-1,-1,1
1,0,0,0,1,-1,0.2,0,5.5,1,-1,1
1,0,0,-2,3,0,0.2,0,3,-1,1,1
0,-2,2,-3,-26,3,-0.6,0,1.5,-1,0,-1
0,-4,4,-2,2,1,-0.4,0,-3.9,1,-1,-1
1,7,-7,13,-130,-2,0.6,0,1.4,1,0,-1
1,-2,2,-6,0,-2,-0.4,0,-1.9,1,0,-1
0,-2,2,-4,70,-2,0,1,2.5,-1,1,1
1,-2,2,-4,9,2,-0.2,0,-2.2,-1,0,-1
0,1,-1,2,1,-1,-0.2,0,-2.8,-1,0,1
0,-2,2,-3,-2,-1,0,1,1.6,0,-1,1
1,-2,2,-5,4,2,-0.2,0,3.5,-1,0,1
0,0,0,0,28,-3,0.6,0,-0.2,0,0,1
0,-2,2,-4,-2,1,-0.2,0,-1.3,0,1,1
0,-6,6,-4,0,-5,-0.4,0,-1.5,-1,0,-1
1,3,-3,3,22,0,0.2,-1,-1.1,1,-1,1
0,3,-3,7,-26,6,0.4,0,0.5,1,1,-1
1,1,-1,-1,-41,1,0.6,0,0.8,0,1,1
1,8,-8,12,-79,0,0.8,0,0.4,0,0,1
1,0,0,2,3,-3,0.2,0,-0.5,0,0,-1
0,-5,5,-13,-5,-1,0,-1,-1.7,-1,0,-1
1,5,-5,4,35,1,1,1,6,1,1,1
0,0,0,-3,-4,1,-0.4,0,-0.7,1,0,-1
1,6,-6,16,0,2,0.2,0,-1.7,1,-1,1
1,-3,3,-8,-21,2,0.6,0,0.5,1,1,-1
0,2,-2,3,-28,-2,0.2,0,4.7,1,1,-1
0,0,0,3,-22,3,-0.2,0,1.7,-1,0,-1
1,4,-4,5,1,0,0,0,3.9,-1,0,-1
0,-2,2,-5,-24,0,-0.4,0,3.7,-1,0,1
1,4,-4,3,1,0,0.6,1,3.7,1,1,1
0,0,0,-1,8,0,0.2,0,2,1,0,-1
0,-1,1,-3,-21,-1,0.2,0,6.6,0,0,-1
0,-3,3,-1,25,-2,-0.2,0,2.2,-1,-1,1
1,-2,2,-7,-22,-2,-0.2,0,0.4,1,-1,-1
1,4,-4,6,15,4,0,0,1.6,-1,1,1
1,9,-9,18,4,-1,0.8,0,6,-1,0,1
1,4,-4,6,-1,1,0,0,-2,0,-1,1
0,-6,6,-7,-22,2,0.4,0,5,-1,1,-1
0,-4,4,-5,-11,0,0,0,0.9,1,1,1
1,2,-2,3,5,-2,0.4,0,-0.1,-1,1,-1
0,1,-1,6,14,3,0,0,0.5,-1,0,1
1,-2,2,0,10,1,-0.2,0,-0.4,0,0,1
0,-3,3,-4,51,-15,-0.2,0,3.3,1,0,-1
0,-5,5,-5,-25,1,-0.6,-1,-6.4,1,0,-1
1,1,-1,1,-5,5,0,0,1.8,-1,1,1
1,2,-2,8,0,0,0,0,-3.1,-1,0,-1
0,-3,3,-2,-3,-5,0,0,-4.7,-1,0,-1
0,-4,4,-4,-22,-3,-0.4,0,-2,0,0,-1
1,-1,1,0,4,0,-0.2,0,-4.5,-1,0,-1
0,3,-3,-5,1,1,-0.6,0,-0.7,-1,0,1
1,7,-7,7,1,-1,0.4,0,3,1,0,1
1,2,-2,4,-7,0,0,0,-0.4,-1,-1,-1
1,6,-6,10,4,-1,0.2,0,3.7,1,0,1
0,-3,3,-4,5,0,-0.4,0,-1.6,-1,0,-1
1,0,0,0,-34,1,-0.2,0,0.5,-1,-1,-1
0,-1,1,-1,-4,0,0.4,0,4.6,1,0,1
0,0,0,3,3,3,0.2,0,2.6,1,1,1
1,12,-12,13,-3,1,1.6,2,2.9,1,-1,1
0,1,-1,4,-1,-2,0.2,0,0.2,-1,0,-1
1,12,-12,13,8,-1,1.2,1,2.4,1,1,1
0,-1,1,1,16,-2,0,0,-1.7,-1,0,-1
0,-4,4,-5,-40,0,-0.6,-1,0.6,-1,-1,-1
0,-4,4,-5,-4,-2,-0.6,0,0.4,-1,0,-1
0,3,-3,-1,-1,0,0.4,0,3.4,-1,0,-1
0,-5,5,-3,-6,1,-0.8,0,-1.8,-1,0,1
1,5,-5,6,-35,2,0.4,0,2.3,-1,0,-1
1,2,-2,3,-18,1,0.2,0,2.7,1,-1,-1
0,-3,3,-6,0,1,-0.4,0,-2.9,-1,-1,-1
0,3,-3,-3,-15,-2,0.2,0,1.3,1,1,1
1,2,-2,2,1,2,-0.2,0,1.4,1,-1,1
0,-5,5,-4,-3,-1,0,0,-1.4,-1,0,-1
1,1,-1,-5,-7,0,0.4,0,0.5,0,0,1
1,6,-6,9,0,1,0.2,0,2,-1,0,1
0,-3,3,-7,-4,2,-0.6,0,3.1,-1,0,-1
1,-1,1,0,-9,0,0.2,0,0.5,-1,0,1
0,-7,7,-2,-5,0,-0.6,0,3.4,-1,-1,1
1,1,-1,-8,1,-2,0,0,-0.2,0,0,-1
1,0,0,1,23,-3,-0.4,0,-1.8,-1,0,-1
1,4,-4,5,23,1,0.4,0,0.1,-1,0,-1
0,-1,1,0,-1,-4,-0.6,0,1.5,-1,-1,1
1,-4,4,-8,1,-5,-0.6,0,-3.3,1,1,-1
0,2,-2,2,-20,-1,-0.2,0,-3.1,0,-1,1
0,-4,4,-1,0,-1,0,0,0.2,-1,0,-1
1,-1,1,0,-3,2,-0.2,0,-2.8,-1,0,-1
0,5,-5,12,0,6,0,0,1.6,1,0,1
0,-5,5,-7,-1,1,-0.4,0,-3.6,1,0,1
0,2,-2,4,6,-2,0.8,0,-0.2,-1,0,-1
0,1,-1,0,1,3,0,0,1.4,0,0,-1
1,9,-9,6,-7,-3,0.8,0,3.7,1,0,1
1,2,-2,14,28,-6,0.2,0,3.6,0,-1,-1
1,0,0,2,-4,0,0,0,0.2,-1,0,-1
1,3,-3,2,3,2,0.4,0,1,1,0,1
1,-2,2,0,0,-2,0.2,0,-0.7,-1,0,-1
1,0,0,2,-36,2,0.2,0,3.1,1,-1,1
0,-2,2,2,-4,-4,0,0,-1.4,-1,-1,-1
0,-2,2,-6,-4,-3,-0.4,0,-0.2,-1,0,-1
0,0,0,1,96,-2,0,0,0,0,0,-1
0,-1,1,-5,0,0,0.2,0,-0.2,-1,0,-1
0,4,-4,8,132,1,0.6,0,-0.2,-1,0,-1
1,-2,2,-8,-8,4,-0.6,0,-3.3,0,0,-1
1,0,0,-1,42,1,-0.6,-2,1.6,0,-1,-1
1,-4,4,-4,69,-3,0,0,0.1,-1,0,1
1,4,-4,7,0,4,0,0,1.1,1,-1,1
0,-6,6,-17,-6,3,-0.6,0,0.5,1,0,-1
0,-10,10,-5,-7,1,-1.4,0,-11.1,-1,0,1
1,1,-1,6,3,0,-0.4,0,-1.8,0,0,1
0,1,-1,-1,23,10,0,0,-2,-1,1,-1
0,-1,1,0,-4,1,-0.4,0,3.5,-1,-1,1
1,7,-7,12,0,2,0.6,0,0.4,-1,0,1
0,0,0,4,16,-1,0.4,0,0.2,1,0,-1
0,3,-3,7,-35,4,-0.2,0,2.7,1,-1,-1
1,5,-5,0,12,-2,0.8,0,1.6,0,0,1
0,2,-2,5,0,2,0.6,0,0.3,-1,0,-1
0,-4,4,1,-2,-3,-0.8,0,-2.8,1,0,-1
0,6,-6,2,2,3,0.4,0,0.1,1,0,1
